Institut,Auftraggeber,Befragte,Datum,Partei,Pct,Land
ForschungsgruppeWahlen,ZDF,T • 1.06918.01.–20.01.,21.01.2016,LINKE,3 %,baden-wuerttemberg
INSA,CDU-LV,T • 1.00011.01.–18.01.,20.01.2016,LINKE,"2,5 %",baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00007.01.–12.01.,14.01.2016,LINKE,3 %,baden-wuerttemberg
Forsa,stern,T • 1.06402.12.–11.12.,15.12.2015,LINKE,3 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00026.11.–01.12.,03.12.2015,LINKE,4 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.04016.11.–18.11.,20.11.2015,LINKE,3 %,baden-wuerttemberg
INSA,BILD,T • 1.00324.09.–06.10.,09.10.2015,LINKE,5 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00017.09.–22.09.,24.09.2015,LINKE,4 %,baden-wuerttemberg
Allensbach,Allensbach,F • 1.04718.07.–12.08.,11.09.2015,LINKE,"4,0 %",baden-wuerttemberg
Forsa,stern,T • 1.01023.04.–07.05.,12.05.2015,LINKE,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00019.03.–24.03.,26.03.2015,LINKE,5 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00010.11.–11.11.,13.11.2014,LINKE,4 %,baden-wuerttemberg
TNS Infratest,SPD-LTFraktion,T • ???.07.–??.07.,17.09.2014,LINKE,4 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00006.05.–11.05.,13.05.2014,LINKE,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00404.11.–05.11.,07.11.2013,LINKE,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00513.05.–15.05.,16.05.2013,LINKE,2 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00007.05.–08.05.,10.05.2012,LINKE,2 %,baden-wuerttemberg
Emnid,Focus,T • 1.00215.11.–17.11.,20.11.2011,LINKE,3 %,baden-wuerttemberg
Infratestdimap,"SWR, StuttgarterZeitung, Uni Stuttgart,Bertelsmann Stift.",T • 2.40308.11.–16.11.,17.11.2011,LINKE,2 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00016.08.–17.08.,18.08.2011,LINKE,3 %,baden-wuerttemberg
Forsa,"stern.de, RTL",T • 1.00418.04.–29.04.,04.05.2011,LINKE,2 %,baden-wuerttemberg
Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,LINKE,"2,8 %",baden-wuerttemberg
Institut,Auftraggeber,Befragte,Datum,AfD,AfD,baden-wuerttemberg
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,AfD,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,baden-wuerttemberg
INSA,BILD,O • 1.04006.05.–08.05.,10.05.2019,AfD,12 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00220.03.–26.03,28.03.2019,AfD,11 %,baden-wuerttemberg
INSA,BILD,TOM • 1.00607.02.–12.02.,15.02.2019,AfD,12 %,baden-wuerttemberg
Forsa,RTL/n-tv,T • 1.00729.01.–01.02.,04.02.2019,AfD,13 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00305.09.–10.09,12.09.2018,AfD,15 %,baden-wuerttemberg
INSA,BILD,TOM • 1.04601.09.–06.09.,12.09.2018,AfD,18 %,baden-wuerttemberg
Forsa,RTL/n-tv,T • 1.00308.02.–22.02.,25.02.2018,AfD,12 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00326.01.–30.01,31.01.2018,AfD,12 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00403.03.–07.03,09.03.2017,AfD,11 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00109.09.–13.09,15.09.2016,AfD,17 %,baden-wuerttemberg
Landtagswahl am 13.03.2016,Landtagswahl am 13.03.2016,Landtagswahl am 13.03.2016,Landtagswahl am 13.03.2016,AfD,"15,1 %",baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.71107.03.–10.03.,10.03.2016,AfD,11 %,baden-wuerttemberg
YouGov,YouGov,O • 97402.03.–09.03.,10.03.2016,AfD,11 %,baden-wuerttemberg
Forsa,RTL,T • 1.00202.03.–08.03.,09.03.2016,AfD,11 %,baden-wuerttemberg
INSA,BILD,T • 1.00501.03.–05.03.,07.03.2016,AfD,"12,5 %",baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.05829.02.–03.03.,04.03.2016,AfD,11 %,baden-wuerttemberg
Infratestdimap,ARD,T • 1.00229.02.–02.03,03.03.2016,AfD,13 %,baden-wuerttemberg
INSA,BILD,T • 1.03025.02.–27.02.,28.02.2016,AfD,9 %,baden-wuerttemberg
Forsa,"EZ,
 LKZ,PZ,
 GEA",T • 1.06916.02.–22.02.,26.02.2016,AfD,11 %,baden-wuerttemberg
INSA,BILD,T • 1.00019.02.–20.02.,22.02.2016,AfD,10 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00011.02.–16.02.,18.02.2016,AfD,12 %,baden-wuerttemberg
CustomerResearch 42,SchwäbischeZeitung,T • 1.00027.01.–07.02.,12.02.2016,AfD,"10,5 %",baden-wuerttemberg
INSA,BILD,T • 1.00026.01.–01.02.,05.02.2016,AfD,10 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.06918.01.–20.01.,21.01.2016,AfD,11 %,baden-wuerttemberg
INSA,CDU-LV,T • 1.00011.01.–18.01.,20.01.2016,AfD,"11,5 %",baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00007.01.–12.01.,14.01.2016,AfD,10 %,baden-wuerttemberg
Forsa,stern,T • 1.06402.12.–11.12.,15.12.2015,AfD,7 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00026.11.–01.12.,03.12.2015,AfD,8 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.04016.11.–18.11.,20.11.2015,AfD,6 %,baden-wuerttemberg
INSA,BILD,T • 1.00324.09.–06.10.,09.10.2015,AfD,8 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00017.09.–22.09.,24.09.2015,AfD,5 %,baden-wuerttemberg
Allensbach,Allensbach,F • 1.04718.07.–12.08.,11.09.2015,AfD,"3,0 %",baden-wuerttemberg
Forsa,stern,T • 1.01023.04.–07.05.,12.05.2015,AfD,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00019.03.–24.03.,26.03.2015,AfD,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00010.11.–11.11.,13.11.2014,AfD,5 %,baden-wuerttemberg
TNS Infratest,SPD-LTFraktion,T • ???.07.–??.07.,17.09.2014,AfD,4 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00006.05.–11.05.,13.05.2014,AfD,6 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00404.11.–05.11.,07.11.2013,AfD,5 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00513.05.–15.05.,16.05.2013,AfD,2 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00007.05.–08.05.,10.05.2012,AfD,–,baden-wuerttemberg
Emnid,Focus,T • 1.00215.11.–17.11.,20.11.2011,AfD,–,baden-wuerttemberg
Infratestdimap,"SWR, StuttgarterZeitung, Uni Stuttgart,Bertelsmann Stift.",T • 2.40308.11.–16.11.,17.11.2011,AfD,–,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00016.08.–17.08.,18.08.2011,AfD,–,baden-wuerttemberg
Forsa,"stern.de, RTL",T • 1.00418.04.–29.04.,04.05.2011,AfD,–,baden-wuerttemberg
Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,AfD,–,baden-wuerttemberg
Institut,Auftraggeber,Befragte,Datum,Sonstige,Sonstige,baden-wuerttemberg
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,Sonstige,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,baden-wuerttemberg
INSA,BILD,O • 1.04006.05.–08.05.,10.05.2019,Sonstige,"FW 2 %,Sonst. 4 %",baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00220.03.–26.03,28.03.2019,Sonstige,4 %,baden-wuerttemberg
INSA,BILD,TOM • 1.00607.02.–12.02.,15.02.2019,Sonstige,5 %,baden-wuerttemberg
Forsa,RTL/n-tv,T • 1.00729.01.–01.02.,04.02.2019,Sonstige,7 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00305.09.–10.09,12.09.2018,Sonstige,3 %,baden-wuerttemberg
INSA,BILD,TOM • 1.04601.09.–06.09.,12.09.2018,Sonstige,4 %,baden-wuerttemberg
Forsa,RTL/n-tv,T • 1.00308.02.–22.02.,25.02.2018,Sonstige,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00326.01.–30.01,31.01.2018,Sonstige,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00403.03.–07.03,09.03.2017,Sonstige,3 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00109.09.–13.09,15.09.2016,Sonstige,3 %,baden-wuerttemberg
Landtagswahl am 13.03.2016,Landtagswahl am 13.03.2016,Landtagswahl am 13.03.2016,Landtagswahl am 13.03.2016,Sonstige,"3,7 %",baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.71107.03.–10.03.,10.03.2016,Sonstige,4 %,baden-wuerttemberg
YouGov,YouGov,O • 97402.03.–09.03.,10.03.2016,Sonstige,3 %,baden-wuerttemberg
Forsa,RTL,T • 1.00202.03.–08.03.,09.03.2016,Sonstige,4 %,baden-wuerttemberg
INSA,BILD,T • 1.00501.03.–05.03.,07.03.2016,Sonstige,4 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.05829.02.–03.03.,04.03.2016,Sonstige,3 %,baden-wuerttemberg
Infratestdimap,ARD,T • 1.00229.02.–02.03,03.03.2016,Sonstige,2 %,baden-wuerttemberg
INSA,BILD,T • 1.03025.02.–27.02.,28.02.2016,Sonstige,4 %,baden-wuerttemberg
Forsa,"EZ,
 LKZ,PZ,
 GEA",T • 1.06916.02.–22.02.,26.02.2016,Sonstige,4 %,baden-wuerttemberg
INSA,BILD,T • 1.00019.02.–20.02.,22.02.2016,Sonstige,"3,5 %",baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00011.02.–16.02.,18.02.2016,Sonstige,3 %,baden-wuerttemberg
CustomerResearch 42,SchwäbischeZeitung,T • 1.00027.01.–07.02.,12.02.2016,Sonstige,"4,1 %",baden-wuerttemberg
INSA,BILD,T • 1.00026.01.–01.02.,05.02.2016,Sonstige,4 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.06918.01.–20.01.,21.01.2016,Sonstige,3 %,baden-wuerttemberg
INSA,CDU-LV,T • 1.00011.01.–18.01.,20.01.2016,Sonstige,"2,5 %",baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00007.01.–12.01.,14.01.2016,Sonstige,3 %,baden-wuerttemberg
Forsa,stern,T • 1.06402.12.–11.12.,15.12.2015,Sonstige,3 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00026.11.–01.12.,03.12.2015,Sonstige,3 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.04016.11.–18.11.,20.11.2015,Sonstige,4 %,baden-wuerttemberg
INSA,BILD,T • 1.00324.09.–06.10.,09.10.2015,Sonstige,2 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00017.09.–22.09.,24.09.2015,Sonstige,4 %,baden-wuerttemberg
Allensbach,Allensbach,F • 1.04718.07.–12.08.,11.09.2015,Sonstige,"4,0 %",baden-wuerttemberg
Forsa,stern,T • 1.01023.04.–07.05.,12.05.2015,Sonstige,4 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00019.03.–24.03.,26.03.2015,Sonstige,5 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00010.11.–11.11.,13.11.2014,Sonstige,5 %,baden-wuerttemberg
TNS Infratest,SPD-LTFraktion,T • ???.07.–??.07.,17.09.2014,Sonstige,?,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00006.05.–11.05.,13.05.2014,Sonstige,5 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00404.11.–05.11.,07.11.2013,Sonstige,3 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00513.05.–15.05.,16.05.2013,Sonstige,PIR 3 %Sonst. 3 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00007.05.–08.05.,10.05.2012,Sonstige,PIR 6 %Sonst. 2 %,baden-wuerttemberg
Emnid,Focus,T • 1.00215.11.–17.11.,20.11.2011,Sonstige,PIR 4 %Sonst. ?,baden-wuerttemberg
Infratestdimap,"SWR, StuttgarterZeitung, Uni Stuttgart,Bertelsmann Stift.",T • 2.40308.11.–16.11.,17.11.2011,Sonstige,PIR 4 %Sonst. 3 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00016.08.–17.08.,18.08.2011,Sonstige,5 %,baden-wuerttemberg
Forsa,"stern.de, RTL",T • 1.00418.04.–29.04.,04.05.2011,Sonstige,?,baden-wuerttemberg
Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Sonstige,"PIR 2,1 %REP 1,1 %Sonst. 2,4 %",baden-wuerttemberg
Institut,Auftraggeber,Befragte,Datum,CDU,CDU,baden-wuerttemberg
"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG
 ** WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG
 ** WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG
 ** WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG
 ** WASG",CDU,"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG
 ** WASG",baden-wuerttemberg
T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,CDU,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,baden-wuerttemberg
"AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Baden-Württemberg e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSÖDP = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Baden-Württemberg e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSÖDP = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Baden-Württemberg e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSÖDP = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Baden-Württemberg e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSÖDP = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative",CDU,"AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Baden-Württemberg e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSÖDP = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative",baden-wuerttemberg
Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,Landtagswahl am 27.03.2011,CDU,"39,0 %",baden-wuerttemberg
Emnid,Focus,T • 1.00018.03.–24.03.,25.03.2011,CDU,38 %,baden-wuerttemberg
YouGov,YouGov,O • 1.00320.03.–24.03.,25.03.2011,CDU,36 %,baden-wuerttemberg
Forsa,"stern.de, RTL",T • 1.02516.03.–22.03.,24.03.2011,CDU,38 %,baden-wuerttemberg
Emnid,Focus,T • 50017.03.,20.03.2011,CDU,38 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.38215.03.–17.03.,18.03.2011,CDU,38 %,baden-wuerttemberg
Infratestdimap,ARD,T • 1.25014.03.–17.03.,17.03.2011,CDU,39 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00110.03.–12.03.,14.03.2011,CDU,42 %,baden-wuerttemberg
Emnid,Focus,T • 1.00004.03.–10.03.,12.03.2011,CDU,39 %,baden-wuerttemberg
Forsa,"StN, ReutlingerGeneral-Anzeiger",T • 1.00403.03.–08.03.,11.03.2011,CDU,40 %,baden-wuerttemberg
Emnid,Focus,T • 1.00024.02.–01.03.,04.03.2011,CDU,38 %,baden-wuerttemberg
Forsa,"Stern, RTL",T • 1.00121.02.–25.02.,02.03.2011,CDU,39 %,baden-wuerttemberg
Emnid,Focus,T • 1.00018.02.–24.02.,27.02.2011,CDU,40 %,baden-wuerttemberg
CustomerResearch 42,SchwäbischeZeitung,T • 70508.02.–19.02.,26.02.2011,CDU,"35,0 %",baden-wuerttemberg
Uni Freiburg,BadischeZeitung,T • 1.12631.01.–22.02.,26.02.2011,CDU,"41,1 %",baden-wuerttemberg
Emnid,Focus,T • 1.00011.02.–17.02.,20.02.2011,CDU,40 %,baden-wuerttemberg
Emnid,Focus,T • 1.00004.02.–10.02.,13.02.2011,CDU,40 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.14631.01.–02.02.,04.02.2011,CDU,41 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00001.02.–02.02.,03.02.2011,CDU,39 %,baden-wuerttemberg
Emnid,Focus,T • 1.02224.01.–27.01.,29.01.2011,CDU,40 %,baden-wuerttemberg
Emnid,Focus,T • 1.00107.12.–15.12.,19.12.2010,CDU,41 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.01001.12.,02.12.2010,CDU,39 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • 1.91022.11.–24.11.,26.11.2010,CDU,39 %,baden-wuerttemberg
Allensbach,Allensbach,F • 1.09601.10.–15.10.,19.11.2010,CDU,"38,0 %",baden-wuerttemberg
TNS Forschung,SPIEGEL,T • 1.00206.10.–07.10.,09.10.2010,CDU,34 %,baden-wuerttemberg
absMarktforschung,Ulmer CityMarketing,T • 96805.10.–06.10.,08.10.2010,CDU,28 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00002.09.–07.09.,08.09.2010,CDU,35 %,baden-wuerttemberg
Forsa,Stern,T • 1.06816.08.–27.08.,01.09.2010,CDU,37 %,baden-wuerttemberg
InfratestPolitikforschung,SPD-LT-Fraktion,T • 1.00012.07.–15.07.,27.07.2010,CDU,37 %,baden-wuerttemberg
InfratestPolitikforschung,SPD-LT-Fraktion,T • 99123.03.–13.04.,20.04.2010,CDU,41 %,baden-wuerttemberg
Allensbach,Staats-ministerium,T • 1.03024.02.–08.03.,17.03.2010,CDU,43 %,baden-wuerttemberg
Infratestdimap,"SWR,Stuttgarter Zeitung",T • 1.00017.02.2010,18.02.2010,CDU,43 %,baden-wuerttemberg
InfratestSozialforschung,SPD-LT-Fraktion,T • 1.00020.04.–03.05.,07.07.2009,CDU,39 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00002.06.–03.06.,12.06.2009,CDU,40 %,baden-wuerttemberg
Uni Halle/Uni Stuttgart,StuttgarterNachrichten,T • 1.00008.09.–20.09.,30.09.2008,CDU,"39,9 %",baden-wuerttemberg
Forsa,n-tv,T • 1.03402.07.–24.07.,26.07.2007,CDU,43 %,baden-wuerttemberg
Forsa,n-tv,T,19.04.2007,CDU,40 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00016.04.,29.03.2007,CDU,41 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00026.03.–27.03.,29.03.2007,CDU,41 %,baden-wuerttemberg
Forsa,n-tv,T • 1.22020.11.–15.12.,21.12.2006,CDU,44 %,baden-wuerttemberg
Forsa,n-tv,T • 1.40312.06.–04.07.,06.07.2006,CDU,43 %,baden-wuerttemberg
Landtagswahl am 26.03.2006,Landtagswahl am 26.03.2006,Landtagswahl am 26.03.2006,Landtagswahl am 26.03.2006,CDU,"44,2 %",baden-wuerttemberg
Emnid,N24,T • 1.00007.03.–18.03.,21.03.2006,CDU,45 %,baden-wuerttemberg
ForschungsgruppeWahlen,ZDF,T • ~ 1.00013.03.–16.03.,17.03.2006,CDU,45 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00013.03.–15.03.,16.03.2006,CDU,46 %,baden-wuerttemberg
IfM Leipzig,StuttgarterZeitung,T • 1.00813.03.–15.03.,16.03.2006,CDU,43 %,baden-wuerttemberg
Infratestdimap,"ARD, SWR",T • 1.00028.02.–01.03.,02.03.2006,CDU,46 %,baden-wuerttemberg
IfM Leipzig,StuttgarterZeitung,T • 1.00106.02.–08.02.,10.02.2006,CDU,49 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00030.01.–01.02.,02.02.2006,CDU,45 %,baden-wuerttemberg
Allensbach,Staats-ministerium,T • ~ 1.00028.09.–13.10.,25.10.2005,CDU,"45,0 %",baden-wuerttemberg
IfM Leipzig,StuttgarterZeitung,T • 1.00016.11.–18.11.,19.11.2004,CDU,49 %,baden-wuerttemberg
Forsa,Stern,T • 1.00229.10.–30.10.,02.11.2004,CDU,50 %,baden-wuerttemberg
IfM Leipzig,StuttgarterZeitung,T • 1.008,19.10.2004,CDU,49 %,baden-wuerttemberg
Emnid,FOCUS,T,17.10.2004,CDU,49 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00423.07.–26.07.,27.07.2004,CDU,48 %,baden-wuerttemberg
Allensbach,Staats-ministerium,T • 1.000 05.06.–17.06.,06.07.2004,CDU,"50,5 %",baden-wuerttemberg
Infratestdimap,SWR,T • 1.00401.06.–06.06.,,CDU,51 %,baden-wuerttemberg
Infratestdimap,SWR,T,12.02.2004,CDU,52 %,baden-wuerttemberg
Allensbach,Staats-ministerium,T12.09.–25.09.,30.09.2003,CDU,52 %,baden-wuerttemberg
Allensbach,Staats-ministerium,T • 1.10003.02.–07.02.,11.02.2003,CDU,54 %,baden-wuerttemberg
Landtagswahl am 25.03.2001,Landtagswahl am 25.03.2001,Landtagswahl am 25.03.2001,Landtagswahl am 25.03.2001,CDU,"44,8 %",baden-wuerttemberg
Forsa,StuttgarterZeitung,T 1.00412.03.–17.03.,20.03.2001,CDU,41 %,baden-wuerttemberg
Infratestdimap,SWR,T • 1.00009.03.–14.03.,15.03.2001,CDU,41 %,baden-wuerttemberg
